3.04414,-1.21109,-2.16726,-1.15300,0.86156,1.18917
3.04378,-1.21147,-2.16690,-1.15343,0.86177,1.18948
3.04341,-1.21185,-2.16655,-1.15387,0.86197,1.18978
3.04305,-1.21223,-2.16619,-1.15431,0.86217,1.19009
3.04268,-1.21262,-2.16583,-1.15474,0.86238,1.19040
3.04232,-1.21300,-2.16548,-1.15518,0.86257,1.19071
3.04196,-1.21338,-2.16512,-1.15561,0.86278,1.19102
3.04184,-1.21386,-2.16470,-1.15632,0.86271,1.19136
3.04174,-1.21434,-2.16427,-1.15701,0.86263,1.19169
3.04186,-1.21461,-2.16391,-1.15790,0.86238,1.19234
3.04197,-1.21488,-2.16354,-1.15878,0.86213,1.19297
3.04217,-1.21516,-2.16322,-1.15969,0.86173,1.19370
3.04237,-1.21543,-2.16290,-1.16060,0.86134,1.19442
3.04248,-1.21590,-2.16250,-1.16147,0.86100,1.19480
3.04259,-1.21636,-2.16210,-1.16233,0.86067,1.19519
3.04272,-1.21667,-2.16173,-1.16323,0.86038,1.19591
3.04285,-1.21697,-2.16135,-1.16412,0.86010,1.19663
3.04300,-1.21727,-2.16098,-1.16507,0.85978,1.19734
3.04314,-1.21756,-2.16061,-1.16601,0.85947,1.19804
3.04322,-1.21791,-2.16015,-1.16696,0.85927,1.19873
3.04330,-1.21826,-2.15970,-1.16790,0.85908,1.19941
3.04336,-1.21858,-2.15924,-1.16888,0.85893,1.20025
3.04341,-1.21890,-2.15879,-1.16986,0.85878,1.20108
3.04358,-1.21918,-2.15846,-1.17073,0.85844,1.20176
3.04374,-1.21945,-2.15813,-1.17160,0.85810,1.20243
3.04387,-1.21979,-2.15777,-1.17248,0.85779,1.20305
3.04401,-1.22012,-2.15740,-1.17335,0.85749,1.20367
3.04425,-1.22031,-2.15719,-1.17417,0.85701,1.20440
3.04450,-1.22050,-2.15697,-1.17499,0.85654,1.20512
3.04459,-1.22086,-2.15655,-1.17590,0.85632,1.20572
3.04468,-1.22121,-2.15614,-1.17680,0.85609,1.20631
3.04484,-1.22148,-2.15582,-1.17766,0.85575,1.20698
3.04500,-1.22176,-2.15549,-1.17852,0.85541,1.20764
3.04515,-1.22203,-2.15517,-1.17937,0.85510,1.20832
3.04529,-1.22230,-2.15485,-1.18021,0.85480,1.20899
3.04544,-1.22260,-2.15451,-1.18108,0.85447,1.20965
