-0.04740,-2.63656,-1.99928,1.62568,-0.52386,0.95237
-0.04796,-2.63751,-1.99875,1.62398,-0.52370,0.95474
-0.04852,-2.63847,-1.99822,1.62227,-0.52355,0.95710
-0.04908,-2.63943,-1.99769,1.62055,-0.52341,0.95949
-0.04963,-2.64039,-1.99717,1.61885,-0.52326,0.96187
-0.05020,-2.64133,-1.99663,1.61713,-0.52313,0.96423
-0.05076,-2.64229,-1.99610,1.61540,-0.52298,0.96662
-0.05138,-2.64303,-1.99539,1.61361,-0.52324,0.96802
-0.05199,-2.64377,-1.99469,1.61182,-0.52349,0.96941
-0.05238,-2.64417,-1.99390,1.61030,-0.52407,0.97045
-0.05276,-2.64455,-1.99312,1.60881,-0.52465,0.97147
-0.05329,-2.64488,-1.99214,1.60728,-0.52532,0.97222
-0.05383,-2.64520,-1.99117,1.60578,-0.52598,0.97294
-0.05452,-2.64570,-1.99021,1.60406,-0.52653,0.97338
-0.05521,-2.64620,-1.98924,1.60234,-0.52707,0.97379
-0.05564,-2.64657,-1.98846,1.60081,-0.52769,0.97490
-0.05607,-2.64693,-1.98767,1.59929,-0.52831,0.97601
-0.05654,-2.64734,-1.98676,1.59767,-0.52895,0.97701
-0.05701,-2.64775,-1.98585,1.59608,-0.52959,0.97799
-0.05738,-2.64823,-1.98514,1.59441,-0.53021,0.97936
-0.05775,-2.64871,-1.98443,1.59274,-0.53082,0.98072
-0.05805,-2.64925,-1.98377,1.59106,-0.53144,0.98255
-0.05834,-2.64980,-1.98311,1.58938,-0.53206,0.98437
-0.05884,-2.65011,-1.98221,1.58793,-0.53268,0.98511
-0.05933,-2.65044,-1.98131,1.58649,-0.53331,0.98586
-0.05982,-2.65081,-1.98047,1.58498,-0.53391,0.98667
-0.06031,-2.65119,-1.97963,1.58348,-0.53451,0.98747
-0.06088,-2.65134,-1.97858,1.58223,-0.53517,0.98778
-0.06146,-2.65148,-1.97753,1.58099,-0.53583,0.98806
-0.06189,-2.65194,-1.97676,1.57939,-0.53641,0.98911
-0.06231,-2.65240,-1.97599,1.57781,-0.53700,0.99014
-0.06280,-2.65271,-1.97509,1.57640,-0.53762,0.99084
-0.06330,-2.65302,-1.97420,1.57499,-0.53824,0.99154
-0.06375,-2.65334,-1.97337,1.57361,-0.53884,0.99235
-0.06419,-2.65366,-1.97254,1.57224,-0.53944,0.99316
-0.06469,-2.65400,-1.97165,1.57079,-0.54006,0.99391
-0.06519,-2.65435,-1.97077,1.56933,-0.54069,0.99469
-0.06574,-2.65448,-1.96973,1.56818,-0.54131,0.99489
-0.06629,-2.65461,-1.96870,1.56702,-0.54193,0.99511
-0.06672,-2.65509,-1.96794,1.56542,-0.54255,0.99626
-0.06716,-2.65556,-1.96718,1.56382,-0.54318,0.99738
-0.06762,-2.65582,-1.96630,1.56253,-0.54380,0.99807
